인증구분,인증번호,기업명,인증의 범위,유효기간
ISMS,ISMS-KISA-2023-057,(주)이랜드월드,이랜드월드 온라인 서비스 운영,2023-05-03~2026-05-02
ISMS,ISMS-KISA-2023-056,온라인팜 주식회사,"온라인팜 서비스(HMP몰, 프로캄, 온키오스크, 온커넥트) 운영",2023-05-03~2026-05-02
ISMS,ISMS-KISA-2023-055,(주)케이티밀리의서재,밀리의 서재 대고객 서비스,2023-05-03~2026-05-02
ISMS,ISMS-KISA-2023-051,주식회사 우아한청년들,위탁기반 배달대행 서비스(우아한형제들 제공)의 관리 인프라 및 홈페이지 운영,2026-04-19~2029-04-18
ISMS,ISMS-KISA-2023-050,이제너두(주),"복리후생관, 온누리시장, 지역몰, B2B몰 서비스 운영",2026-04-19~2029-04-18
ISMS-P,ISMS-P-KISA-2023-016,주식회사 우아한형제들,"우아한형제들 온라인 서비스 운영(배달의민족, 배민커넥트, 배민비즈회원, 배민외식업광장, 배민상회, 배민아카데미, 배민셀프서비스)",2026-04-05~2029-04-04
ISMS-P,ISMS-P-KISA-2023-015,에스케이인텔릭스(주),대고객 서비스 및 통합영업관리시스템,2026-04-05~2029-04-04
ISMS-P,ISMS-P-KISA-2023-014,코나아이(주),"코나아이 결제 플랫폼 서비스(코나카드, 지역화폐)",2026-04-05~2029-04-04
ISMS,ISMS-FSI-2023-002,농협손해보험 주식회사,대표 홈페이지 및 모바일 웹/앱 서비스 운영,2026-03-29~2029-03-28
ISMS,ISMS-KISA-2023-039,조선대학교병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2026-03-22~2029-03-21
ISMS,ISMS-KISA-2023-038,유니시티코리아(유),유니시티코리아 회원관리시스템 및 대외서비스(심사받지 않은 물리적 인프라 제외),2026-03-22~2029-03-21
ISMS,ISMS-KISA-2023-030,언더아머코리아 (유),온라인 쇼핑몰 서비스 운영(이커머스)(심사받지 않은 물리적 인프라 및 SaaS서비스 제외),2026-03-08~2029-03-07
ISMS,ISMS-KISA-2023-029,(주)한국무역정보통신,"전자무역, 전자물류, 전자상거래무역, 공동인증, 전자법무, 전자수입인지, 전자문서보관, 전자문서유통, 홈페이지 서비스 운영",2026-03-08~2029-03-07
ISMS,ISMS-KISA-2023-027,(주)직방,인터넷 정보제공(직방) 서비스 운영(심사 받지 않은 물리적 인프라 제외),2026-02-15~2029-02-14
ISMS,ISMS-KISA-2023-025,(주)에이블씨엔씨,온라인 서비스 운영(에이블샵 및 브랜드/기업 홈페이지),2026-02-15~2029-02-14
ISMS,ISMS-KISA-2023-018,주식회사 아이아이컴바인드,"아이아이컴바인드 온라인 서비스(젠틀몬스터, 탬버린즈)",2026-02-15~2029-02-14
ISMS-P,ISMS-P-KISA-2023-006,한국정보인증주식회사,공동인증 서비스,2026-02-01~2029-01-31
ISMS-P,ISMS-P-KISA-2023-004,주식회사 카카오,카카오 서비스 운영(카카오 인증서 및 전자문서 포함),2026-02-01~2029-01-31
ISMS-P,ISMS-P-FSI-2023-001,한화투자증권,"전자금융서비스(트레이딩, 뱅킹, 금융상품)",2026-02-01~2029-01-31
ISMS,ISMS-KISA-2023-016,(주)한국케이블텔레콤,"정보통신망 서비스 운영(VoIP, MVNO)",2026-02-01~2029-01-31
ISMS,ISMS-KISA-2023-015,(주)서경방송,인터넷서비스 운영(서경방송),2026-02-01~2029-01-31
ISMS,ISMS-KISA-2023-014,중앙대학교병원,종합의료정보시스템(EMR/OCS) 및 홈페이지 서비스 운영,2026-02-01~2029-01-31
ISMS-P,ISMS-P-KISA-2023-003,엔카닷컴 주식회사,자동차 거래 및 정보 제공 서비스 운영(엔카닷컴),2026-01-18~2029-01-17
ISMS,ISMS-KISA-2023-010,(주)유스비,"비대면본인인증 토탈 간편솔루션(신분증 OCR 및 진위확인, 1원 계좌인증, 안면인증서비스)(정보통신망법 제47조의7에 따른 인증의 특례)",2026-01-18~2029-01-17
ISMS,ISMS-KISA-2023-009,(주)크레버스,크레버스 온라인 교육 서비스 운영(가맹점 제외),2026-01-18~2029-01-17
ISMS,ISMS-KISA-2023-007,(주)천재교과서,온라인 교육 서비스 및 온라인 학원 서비스 운영,2026-01-18~2029-01-17
ISMS,ISMS-KISA-2023-005,(주)두들린,채용(Greeting) 서비스 (정보통신망법 제47조의7에 따른 인증의 특례),2026-01-18~2029-01-17
ISMS,ISMS-KISA-2023-003,아시아나IDT (주),데이터센터(IDC) 인프라 운영,2026-01-04~2029-01-03
ISMS,ISMS-KISA-2022-160,드림마크원 주식회사,IDC 인프라 운영,2025-12-22~2028-12-21
ISMS,ISMS-KISA-2022-159,웹케시(주),"웹케시 홈페이지, 택스빌365",2025-12-22~2028-12-21
ISMS,ISMS-KISA-2022-153,주식회사 현대이지웰,"복지몰 서비스 운영 (온라인복지몰, 온누리전통시장, 이지웰Pay, 지역몰, 특판몰, 법인홈페이지)",2025-12-21~2028-12-20
ISMS,ISMS-KISA-2022-150,효성ITX(주),"CDN 서비스 및 Co-Location 서비스, 컨택센터 서비스",2025-12-07~2028-12-06
ISMS,ISMS-KISA-2022-149,(주)신세계,"신세계 백화점 대고객(온라인),시코르몰, 법인영업몰 서비스 운영",2025-12-07~2028-12-06
ISMS,ISMS-FSI-2022-014,신용회복위원회,인터넷을 통한 대고객 서비스 운영,2025-11-23~2028-11-22
ISMS,ISMS-KISA-2022-143,삼성전자로지텍(주),"온라인 자재판매 서비스 및 운영시스템(홈페이지, 교육입과, FIS, PMS, SDMS)",2025-11-17~2028-11-16
ISMS-P,ISMS-P-KISA-2022-046,(주)에스원,"물리보안, 영상보안, 출입근태, 정보보안",2025-11-16~2028-11-15
ISMS,ISMS-KISA-2022-142,주식회사 모비릭스,모바일 게임 서비스 운영(심사받지 않은 물리적 인프라 제외),2025-11-16~2028-11-15
ISMS,ISMS-KISA-2022-141,엔에이치엔클라우드 주식회사,NHN Cloud Center (IDC),2025-11-16~2028-11-15
ISMS,ISMS-KISA-2022-138,(주)에스원,"차량관리, 이동통신, 출입보안, 건물관리",2025-11-16~2028-11-15
ISMS,ISMS-KISA-2022-137,주식회사 엠제이앤엠,온라인 쇼핑몰 서비스(다바걸)(정보통신망법 제47조의7에 따른 인증의 특례),2025-11-16~2028-11-15
ISMS,ISMS-KISA-2022-136,"주식회사 카사코리아(kasa korea Co.,Ltd.)",카사 서비스 운영,2025-11-16~2028-11-15
ISMS-P,ISMS-P-KISA-2022-044,지에스건설(주),XI 및 XI HOME 대고객(온라인 회원) 서비스,2025-11-02~2028-11-01
ISMS-P,ISMS-P-KISA-2022-043,(주)디어유,대외 온라인 서비스 운영(심사받지 않은 물리적 인프라 제외),2025-11-02~2028-11-01
ISMS,ISMS-KISA-2022-135,원광디지털대학교,원격교육시스템 운영,2025-11-02~2028-11-01
ISMS-P,ISMS-P-FSI-2022-008,케이비증권,마이데이터 서비스(심사받지 않은 물리적 인프라 제외),2025-10-28~2028-10-27
ISMS,ISMS-FSI-2022-012,하나생명보험(주),"대표 홈페이지 및 모바일 청약, 사이버창구 운영",2025-10-28~2028-10-27
ISMS-P,ISMS-P-KISA-2022-041,네이버웹툰 유한회사,네이버웹툰 온라인 서비스 운영(심사받지 않은 물리적 인프라 제외),2025-10-19~2028-10-18
ISMS,ISMS-KISA-2022-133,한국전자인증 주식회사,"한국전자인증의 공동인증서비스, Private인증서비스",2025-10-19~2028-10-18
ISMS,ISMS-KISA-2022-132,주식회사 이월드,"이월드 온라인 서비스 운영(테마파크, 83타워)",2025-10-19~2028-10-18
ISMS-P,ISMS-P-KISA-2022-039,네이버(주),"네이버 서비스 운영(고객센터, 비즈니스, 네이버인증서 및 전자문서 포함) 및 이용자(B2C, B2B) 개인정보 관리 (심사받지 않은 물리적 인프라 제외)",2025-10-05~2028-10-04
ISMS,ISMS-FSI-2022-011,주식회사 비엔케이시스템,BNK금융 그룹 공동망 시스템 및 홈페이지 운영,2025-09-22~2028-09-21
ISMS,ISMS-KISA-2022-126,(주)영원아웃도어,"온라인 쇼핑몰(노스페이스, 영원아웃도어)",2025-09-21~2028-09-20
ISMS,ISMS-KISA-2022-120,(주)에프앤가이드,에프앤가이드 온라인 서비스 운영(정보통신망법 제47조의7에 따른 인증의 특례),2025-09-07~2028-09-06
ISMS-P,ISMS-P-KISA-2022-035,(주) 소노스테이션,"소노스테이션 고객 업무 서비스 (소노아임레디, 하이브리드 서비스, 버킷 마켓, 의전서비스, 영업 지원서비스, 콜센터)",2025-08-18~2028-08-17
ISMS,ISMS-KISA-2022-119,(재)새마을금고복지회,"메인 홈페이지, 쇼핑몰 및 정보시스템 서비스의 운용",2025-08-18~2028-08-17
ISMS,ISMS-KISA-2022-117,이엘씨에이한국(유),온라인 쇼핑몰 서비스 운영(ELCA 브랜드 공식쇼핑몰),2025-08-18~2028-08-17
ISMS,ISMS-KISA-2022-116,블루월넛(주),전자지급결제대행(PG) 서비스,2025-08-18~2028-08-17
ISMS,ISMS-KISA-2022-115,주식회사 케이티에이치씨엔,"인터넷, 인터넷 전화 서비스, 방송 시스템 운영",2025-08-18~2028-08-17
ISMS,ISMS-KISA-2022-114,(주) 액토즈소프트,"온라인 게임 서비스(파이널판타지14, 라테일)",2025-08-18~2028-08-17
ISMS-P,ISMS-P-KISA-2022-034,(주)케이티클라우드,Cloud 서비스,2025-08-17~2028-08-16
ISMS,ISMS-KISA-2022-106,강남대성학원(주),강남대성학원 온라인 서비스 운영(대표홈페이지)(정보통신망법 제47조의7에 따른 인증의 특례),2025-08-17~2028-08-16
ISMS,ISMS-KISA-2022-104,이화의대부속서울병원,"의료정보시스템(EMR), 진료예약 서비스 홈페이지 및 모바일 앱",2025-08-17~2028-08-16
ISMS,ISMS-KISA-2022-103,이화의대부속목동병원,"의료정보시스템(EMR), 진료예약 서비스 홈페이지 및 모바일 앱",2025-08-17~2028-08-16
ISMS,ISMS-KISA-2022-102,(주)케이티클라우드,"IDC(코로케이션 및 서버호스팅) 서비스, CDN서비스",2025-08-17~2028-08-16
ISMS-P,ISMS-P-KISA-2022-031,롯데건설(주),분양(롯데캐슬) 및 임대 (Elyes) 시스템 운영,2025-08-03~2028-08-02
ISMS-P,ISMS-P-KISA-2022-029,베스핀글로벌 주식회사,클라우드 매니지드 서비스 운영 (Cloud MSP),2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-099,에이치앤엠헤네스앤모리츠 주식회사,온라인 쇼핑몰 서비스운영(에이치앤엠닷컴코리아)(심사받지 않은 물리적 인프라 제외),2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-097,(주)에이케이인터렉티브,게임서비스 운영(거상),2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-095,인성데이타(주),"인성데이타 물류솔루션 운영(물류배송, 퀵서비스, 대리운전), 대구로 서비스(정보통신망법 제47조의7에 따른 인증의 특례)",2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-094,주식회사 트라이씨클,"온라인 쇼핑몰 서비스 운영(하프클럽, 보리보리)",2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-092,(주)한국디지털자산수탁,가상자산 보관/관리 및 이전 서비스,2025-08-03~2028-08-02
ISMS,ISMS-KISA-2022-089,디지털엣지코리아 유한회사,데이터센터 물리시설 운영,2025-08-03~2028-08-02
ISMS-P,ISMS-P-KISA-2022-027,(주) 미디어윌,"인터넷 정보 제공서비스(벼룩시장, 부동산써브, 영업관리시스템)",2025-07-20~2028-07-19
ISMS-P,ISMS-P-KISA-2022-026,국립암센터,"암빅데이터센터 서비스 운영(임상연구데이터웨어하우스, 암임상데이터통합시스템, 국가암데이터센터포털, 암감시모니터링서비스, 결합전문기관시스템)",2025-07-20~2028-07-19
ISMS,ISMS-KISA-2022-084,주식회사 디쉐어,온라인 교육 서비스 운영,2025-07-20~2028-07-19
ISMS,ISMS-KISA-2022-083,학교법인 성균관대학 삼성창원병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2025-07-20~2028-07-19
ISMS,ISMS-KISA-2022-081,남양유업 주식회사,"온라인 쇼핑몰 및 대외서비스 운영(남양몰, 대표 홈페이지, 브랜드 홈페이지)",2025-07-06~2028-07-05
ISMS,ISMS-KISA-2022-080,(주)케이에스넷,카드 VAN 및 PG 서비스 운영,2025-07-06~2028-07-05
ISMS,ISMS-KISA-2022-079,화순전남대학교병원,의료정보시스템(EMR. OCS) 및 대표홈페이지 서비스 운영,2025-07-06~2028-07-05
ISMS,ISMS-KISA-2022-078,전남대학교병원,의료정보시스템(EMR. OCS) 및 대표홈페이지 서비스 운영,2025-07-06~2028-07-05
ISMS,ISMS-KISA-2022-076,주식회사데이타존,DM 제작 및 발송 서비스,2025-07-06~2028-07-05
ISMS,ISMS-FSI-2022-008,쿠팡페이 주식회사,"쿠페이 전자금융서비스 운영(선불전자지급, 전자지급결제 대행, 결제대금예치)(심사받지 않은 물리적 인프라 제외)",2025-06-27~2028-06-26
ISMS-P,ISMS-P-KISA-2022-025,숭실대학교,학부대상 학사정보서비스,2025-06-15~2028-06-14
ISMS-P,ISMS-P-KISA-2022-024,코웨이 주식회사,코웨이 온라인 서비스(코웨이닷컴),2025-06-15~2028-06-14
ISMS-P,ISMS-P-KISA-2022-023,(주) 에스에스지닷컴,온라인 쇼핑몰 서비스 및 간편결제 서비스,2025-06-15~2028-06-14
ISMS,ISMS-KISA-2022-075,영남대학교,"학사행정시스템 운영(학적, 성적관리, 학사관리)",2025-06-15~2028-06-14
ISMS,ISMS-KISA-2022-074,(주)케이스카이비,메시징 서비스 (정보통신망법 제47조의 7에 따른 인증의 특례),2025-06-15~2028-06-14
ISMS,ISMS-KISA-2022-072,사단법인 대한문화체육교육협회,장애인자립지원단 DM 서비스 운영,2025-06-15~2028-06-14
ISMS,ISMS-KISA-2022-069,가천대학교,"학사정보시스템 운영(학적, 성적관리, 학사관리)",2025-05-18~2028-05-17
ISMS,ISMS-KISA-2022-066,주식회사 골든플랫폼,"온라인 쇼핑몰 및 구매대행 서비스 (아이피스몰, 오패스몰, MRO)",2025-05-18~2028-05-17
ISMS,ISMS-KISA-2022-065,주식회사 폴라리스오피스,"폴라리스 오피스, 브이가드 서비스 운영 (심사받지 않은 물리적 인프라 제외)(정보통신망법 제47조의7에 따른 인증의 특례)",2025-05-18~2028-05-17
ISMS,ISMS-KISA-2022-063,주식회사 위메이드,온라인 게임 서비스 및 홈페이지 운영,2025-05-18~2028-05-17
ISMS,ISMS-KISA-2022-062,(주) 유웨이어플라이,국내 원서접수 대행 서비스(정보통신망법 제47조의7에 따른 인증의 특례),2025-05-18~2028-05-17
ISMS-P,ISMS-P-KISA-2022-022,잼팟 주식회사,국내 온라인 게임 서비스,2025-05-04~2028-05-03
ISMS-P,ISMS-P-KISA-2022-021,주식회사 골프존카운티,"골프장 예약, 부킹 등 대 고객 서비스(직영 골프장 및 티스캐너 서비스)",2025-05-04~2028-05-03
ISMS,ISMS-KISA-2022-058,원광대학교,"학사정보시스템 운영(학적, 성적관리, 학사관리)",2025-05-04~2028-05-03
ISMS,ISMS-KISA-2022-057,마이크로소프트 코퍼레이션,마이크로소프트 클라우드 서비스(Azure) 한국 리전의 인프라 운영(심사받지 않은 물리적 인프라 제외),2025-05-04~2028-05-03
ISMS,ISMS-KISA-2022-056,홈플러스(주),홈플러스 인터넷 쇼핑몰 운영,2025-05-04~2028-05-03
ISMS,ISMS-KISA-2022-055,(주) 티알엔,T-커머스 및 모바일 서비스 운영(쇼핑엔티),2025-05-04~2028-05-03
ISMS,ISMS-KISA-2022-053,(주)화해글로벌,화해 서비스,2025-05-04~2028-05-03
